,complaint_id,date_received,district_occurrence,general_cap_classification,summary,incident_date,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
4267,17-0639,2017-12-27,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-23-17 at 8:00pm, they were treated unprofessionally by officers assigned to the 39th District.",12-23-17,female,black,45.0,97490369.0,black,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4273,17-0640,2017-12-28,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-26-17 at 6:30pm, they were improperly stopped and searched by officer assigned to the 14th District.",12-26-17,male,black,25.0,19128839.0,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4275,17-0641,2017-12-28,900, HARASSMENT,"According to the complainant, on two separate occasions, 12-18-17 and 12-22-17, they were illegally evicted by a sergeant and officers assigned to the 9th District.",12-18-17,male,unreported,60.0,70114328.0,white,female,0900 09TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
4278,17-0642,2017-12-28,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-15-17 at 9:57pm, they were falsely detained and physically abused by officers assigned to the 35th District.",6-15-17,male,black,67.0,20717737.0,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4292,17-0643,2017-12-28,1500, PHYSICAL ABUSE,"According to the complainant, on 12-26-17 at 7:00pm, they were falsely detained, physically and verbally abused by officers assigned to the 15th District.",12-26-17,male,black,26.0,69423562.0,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4296,17-0644,2017-12-29,3500, PHYSICAL ABUSE,"According to the complainant, on 12-23-17 at 4:22pm, they were falsely arrested and physically abused by officers assigned to the 35th District.",12-23-17,female,black,27.0,58829481.0,latino,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
4303,17-0645,2017-12-29,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-2-17 at 4:45pm, proper police procedures were not followed by an officer assigned to Narcotics Field Unit. This incident occurred in the confines of the 18th District.",11-2-17,female,black,70.0,71635248.0,black,male,7401 NARC FIELD UNIT,Departmental Violation,Sustained Finding,Training/Counseling
4306,17-0646,2017-12-31,600, HARASSMENT,"According to the complainant, on 12-27-17 at 3:38pm, they were verbally abused and harassed by an officer assigned to Center City District.",12-27-17,male,black,28.0,78392869.0,black,male,4500 CENTER CITY DISTRIC,Harassment,No Sustained Findings,Not Applicable
4308,17-0647,2017-12-31,600, LACK OF SERVICE,"According to the complainant, on 9-26-17 at 12:00am, proper police procedures and proper service was not given by an officer in the 6th District and a detective assigned to Homicide.",9-26-17,female,black,33.0,,unreported,unreported,,Lack of Service,No Sustained Findings,Not Applicable
4310,17-0648,2017-12-31,800, VERBAL ABUSE,"According to the complainant, on 12-28-17 at 11:49pm, they were verbally abused and did not receive proper service from an officer assigned to the 8th District.",12-28-17,male,black,39.0,37365800.0,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4312,17-0649,2017-12-31,2200, VERBAL ABUSE,"According to the complainant, on 12-28-17 at 3:18pm, they were treated unprofessionally by officers assigned to the 22nd District.",12-28-17,male,white,64.0,92289201.0,black,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4317,17-0650,2017-12-31,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-20-17 at 4:50pm, they were improperly ticketed by an officer assigned to the 19th District.",11-20-17,female,black,49.0,64161455.0,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4318,17-0651,2017-12-31,2500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-31-17 at 6:30pm, they did not receive proper service from a sergeant and officers assigned to the 25th District.",12-31-17,female,black,52.0,26795923.0,white,male,2500 25TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
4322,17-0652,2017-12-31,2600, LACK OF SERVICE,"According to the complainant, on 12-29-17 at 7:53am, they did not receive proper service from officers assigned to the 26th District.",12-29-17,unreported,unreported,,53846151.0,white,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4323,17-0653,2017-12-31,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-23-17 at 5:30pm, they were treated unprofessionally by an officer assigned to the 19th District.",12-23-17,male,black,59.0,48883592.0,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4324,18-0001,2018-01-04,2200, VERBAL ABUSE,"According to the complainant, on 1-2-18 at 11:00am, they were verbally abused by officers assigned to the 22nd District.",1-2-18,unreported,unreported,,,unreported,unreported,,Verbal Abuse,No Sustained Findings,Not Applicable
4325,18-0002,2018-01-08,1900, PHYSICAL ABUSE,"According to the complainant, on 10-12-17 at 4:30pm, they were harassed and physically abused by officers assigned to the 19th District.",10-12-17,male,black,20.0,77751714.0,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4327,18-0003,2018-01-04,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-27-17 at 4:05pm, they were treated unprofessionally by officers assigned to the 14th District.",12-27-17,male,black,42.0,58821412.0,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4330,18-0004,2018-01-10,2600, LACK OF SERVICE,"According to the complainant, on 12-24-17 at 9:00pm, they did not receive proper service from an officer assigned to the 26th District.",12-24-17,female,black,,61865655.0,white,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4331,18-0005,2018-01-08,800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-22-17 at 3:00pm, proper police procedures were not followed by an officer assigned to the 8th District.",12-22-17,female,black,,57849466.0,white,male,0800 08TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4334,18-0006,2018-01-10,600, PHYSICAL ABUSE,"According to the complainant, on 1-3-17 at 2:30pm, they were treated unprofessionally by an off duty officer assigned to the 6th District.",1-3-17,female,white,62.0,60453569.0,white,female,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4335,18-0007,2018-01-08,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-2-17 at 12:30pm, proper police procedures were not followed by officers assigned to the 35th District.",12-2-17,female,black,37.0,19545633.0,latino,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4338,18-0008,2018-01-11,100, PHYSICAL ABUSE,"According to the complainant, on 1-3-18 at 9:10pm, they were physically abused by an officer assigned to the 1st District.",1-3-18,female,black,52.0,58245660.0,white,male,0100 01ST DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4339,18-0009,2018-01-09,1800, PHYSICAL ABUSE,"According to the complainant, on 1-8-18 at 1:00am, they were verbally and physically abused by officers assigned to the 18th District.",1-8-18,female,black,18.0,95117322.0,black,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4341,18-0010,2018-01-10,800, DOMESTIC,"According to the complainant, they were verbally and physically abused by an off duty officer assigned to the 15th District.",Unclear,male,white,30.0,79008790.0,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,No Guilty Findings
4346,18-0011,2018-01-09,800, PHYSICAL ABUSE,"According to the complainant, on 12-26-17 at 5:00pm, they were physically abused by officers assigned to the 8th District.",12-26-17,female,black,19.0,13424531.0,white,male,0800 08TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4350,18-0012,2018-01-11,3500, HARASSMENT,"According to the complainant, for the past seven years they have been harassed by an officer assigned to the 3rd District.",Unclear,female,black,57.0,60532190.0,black,female,0300 03RD DISTRICT,Harassment,No Sustained Findings,Not Applicable
4351,18-0013,2018-01-11,1900, PHYSICAL ABUSE,"According to the complainant, on 12-29-17 at 8:12pm, they were verbally and physically abused by the officers assigned to the 19th District.",12-29-17,male,black,62.0,83749391.0,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4353,18-0014,2018-01-11,700, LACK OF SERVICE,"According to the complainant, on 12-25-17 at 2:30pm, they did not receive proper service from officers assigned to the 7th District.",12-25-17,female,white,61.0,23530580.0,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4354,18-0015,2018-01-11,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-16-17 at 2:40pm, they were improperly stopped by officers assigned to the 18th District.",12-16-17,male,black,41.0,35646955.0,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4356,18-0016,2018-01-16,600, LACK OF SERVICE,"According to the complainant, on 11-16-17 at 9:15am, they did not receive proper service from officers assigned to the Center City District.",11-16-17,female,black,25.0,36010705.0,white,male,4500 CENTER CITY DISTRIC,Lack of Service,No Sustained Findings,Not Applicable
4358,18-0017,2018-01-17,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-17-17 at 3:30pm, their home was improperly searched and they were physically abused by a detective and a supervisor assigned to Northwest Detectives.",12-17-17,female,unreported,27.0,85896531.0,latino,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4365,18-0018,2018-01-17,2200, PHYSICAL ABUSE,"According to the complainant, on 1-12-18 at 9:22pm, they were physically abused by officers assigned to Highway Patrol.",1-12-18,male,black,21.0,75318757.0,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4367,18-0019,2018-01-17,3900, LACK OF SERVICE,"According to the complainant, on 11-19-17 at 10:10am, they were treated unprofessionally by a sergeant and other officers assigned to the 39th District.",11-19-17,male,black,52.0,35295564.0,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4368,18-0020,2018-01-17,1500, PHYSICAL ABUSE,"According to the complainant, on 1-15-18 at 8:30pm, they were physically abused by officers assigned to the 15th District.",1-15-18,female,white,42.0,95329152.0,latino,male,1500 15TH DISTRICT,Investigation OnGoing,Pending,Pending
4372,18-0021,2018-01-17,3500, PHYSICAL ABUSE,"According to the complainant, on 11-24-17 at 12:59pm, they were physically abused by an officer assigned to the 35th District.",11-24-17,male,black,27.0,97020532.0,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4373,18-0022,2018-01-19,200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 1-13-18 at 6:56pm, they were treated rudely by officers assigned to Highway Patrol.",1-13-18,female,unreported,,53971635.0,asian,male,5300 HIGHWAY PATROL,Unprofessional Conduct,No Sustained Findings,Not Applicable
4376,18-0023,2018-01-23,800, UNPROFESSIONAL CONDUCT,"According to the complainant, on 1-16-18 at 9:00am, they were treated unprofessionally by a corporal and an officer assigned to the 8th District.",1-16-18,female,white,45.0,36015169.0,white,male,0800 08TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
4378,18-0024,2018-01-19,100, PHYSICAL ABUSE,"According to the complainant, on 1-3-18, they were physically abused by an officer assigned to the 1st District.",1-3-18,female,black,52.0,58245660.0,white,male,0100 01ST DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
4379,18-0025,2018-01-23,2400, PHYSICAL ABUSE,"According to the complainant, on 1-19-18, they were physically abused by officers assigned to the Narcotics Strike Force.",1-19-18,male,black,49.0,26342393.0,black,male,7402 STRIKE FORCE,Unprofessional Conduct,No Sustained Findings,Not Applicable
4387,18-0026,2018-01-30,1400, PHYSICAL ABUSE,"According to the complainant, on 1-21-18 at 5:00am, they were physically abused by officers assigned to the 14th District.",1-21-18,male,black,57.0,14171945.0,black,female,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4388,18-0027,2018-01-23,1800, CRIMINAL ALLEGATION,"According to the complainant, on 1-18-18 at 10:45pm, they were not given their property back and was verbally abused by officers assigned to the 18th District.",1-18-18,male,black,19.0,64290544.0,black,male,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4392,18-0028,2018-01-24,100, PHYSICAL ABUSE,"According to the complainant, on 1-6-17, they were physically abused by a detective assigned to South Detective Division.",1-6-17,male,white,29.0,70808698.0,white,male,6100 SOUTH DETECTIVES,Physical Abuse,No Sustained Findings,Not Applicable
4393,18-0029,2018-01-23,800, LACK OF SERVICE,"According to the complainant, on 8-31-16 at 12:00am, they did not receive proper service from officers assigned to the 8th District.",8-31-16,male,white,61.0,30096971.0,asian,female,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4394,18-0030,2018-01-23,200, LACK OF SERVICE,"According to the complainant, on 1-11-18 at 2:00pm,they did not receive proper service from an officer assigned to the 2nd District.",1-11-18,female,white,43.0,65863305.0,white,female,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4395,18-0031,2018-01-23,300, VERBAL ABUSE,"According to the complainant, on 1-21-18 at 10:30pm, they were verbally abused by officers assigned to Highway Patrol.",1-21-18,female,white,23.0,22320367.0,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
4397,18-0032,2018-01-25,2500, LACK OF SERVICE,"According to the complainant, on 11-29-17 at 4:30pm, they did not receive proper service from officers assigned to the 35th District.",11-29-17,female,black,31.0,92283708.0,white,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4400,18-0033,2018-01-29,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-7-17 at 6:30pm, proper police procedures were not followed by officers assigned to the 24th District.",9-7-17,male,black,51.0,81070100.0,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4405,18-0034,2018-01-30,2200, VERBAL ABUSE,"According to the complainant, on 1-25-18 at 8:40pm, they were verbally abused by an officer assigned to Highway Patrol.",1-25-18,female,black,28.0,69034234.0,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
4407,18-0035,2018-01-29,1500, PHYSICAL ABUSE,"According to the complainant, on 1-28-18 at 5:40pm, they were verbally and physically abused by detectives assigned to Northeast Detective Division.",1-28-18,male,black,38.0,17692720.0,white,male,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Pending
4414,18-0036,2018-02-01,600, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 10-24-17 at 2:30pm, they were falsely arrested by officers assigned to the 22nd District.",10-24-17,male,asian,44.0,34005014.0,black,male,2200 22ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
4416,18-0037,2018-01-30,2500, NON-INVESTIGATORY INCIDENT,"According to the complainant, since 11-13-15, they have not received proper service from a detective assigned to Special Victims.",11-13-15,female,black,49.0,86318132.0,white,female,6702 SPECIAL VICTIMS UNI,No C.A.P. Investigation,Not Applicable,Not Applicable
4417,18-0038,2018-02-02,1500, HARASSMENT,"According to the complainant, on 1-27-18 at 2:37am, they were harassed by an off duty officer assigned to the 12th District.",1-27-18,female,black,23.0,28928472.0,black,male,1200 12TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
4418,18-0039,2018-02-02,1200, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 1-22-18 at 8:00pm, they were improperly stopped and physically abused by officers assigned to the 12th District.",1-22-18,male,black,30.0,51562883.0,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4423,18-0040,2018-02-02,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-30-18 at 7:00pm, they were verbally abused by officers assigned to the 35th District.",1-30-18,female,white,,29180642.0,black,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4429,18-0041,2018-02-02,3900, PHYSICAL ABUSE,"According to the complainant, on 12-22-17 at 7:46pm, they were physically and verbally abused by officers assigned to the 39th District.",12-22-17,male,black,58.0,39732152.0,white,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4433,18-0042,2018-02-02,500, VERBAL ABUSE,"According to the complainant, on 1-23-18 at 6:00pm, they were verbally abused by an officer assigned to the 5th District.",1-23-18,female,white,31.0,15192129.0,black,male,0500 05TH DISTRICT,Verbal Abuse,Sustained Finding,Guilty Finding
4435,18-0043,2018-02-13,2500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-31-18, their property was damaged and they were verbally abused by an off-duty officer assigned to the 25th District.",1-31-18,female,black,49.0,,unreported,unreported,,No C.A.P. Investigation,Not Applicable,Not Applicable
4436,18-0044,2018-02-07,1600, LACK OF SERVICE,"According to the complainant, on 11-06-16, at 4:06pm,they did not receive proper service from a detective assigned to Southwest Detective Division.",11-06-16,female,black,39.0,84755670.0,white,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
4437,18-0045,2018-02-07,2500, LACK OF SERVICE,"According to the complainant, on 12-3-17 at 2:30am, they did not receive proper service from an officer assigned to the 25th District.",12-3-17,female,black,32.0,75980684.0,white,male,2500 25TH DISTRICT,Investigation OnGoing,Pending,Pending
4439,18-0046,2018-02-08,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-17-18 at 5:00pm, they were improperly stopped and searched by officers assigned to the 19th District.",1-17-18,male,black,35.0,77751714.0,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4441,18-0047,2018-02-09,1200, VERBAL ABUSE,"According to the complainant, on 2-6-18 at 3:20pm, they were treated unprofessionally by an officer assigned to the 12th District.",2-6-18,female,black,42.0,46588823.0,white,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4442,18-0048,2018-02-09,900, PHYSICAL ABUSE,"According to the complainant, on 2-5-18 at 2:25am, they were physically and verbally abused by officers assigned to Highway Patrol.",2-5-18,male,black,25.0,63727495.0,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
4452,18-0049,2018-02-13,2400, PHYSICAL ABUSE,"According to the complainant, on 1-29-18 at 11:30am, they were physically abused by an officer assigned to Neighborhood Services.",1-29-18,female,black,26.0,71257593.0,white,male,5602 NEIGHBORHOOD SERV U,Physical Abuse,No Sustained Findings,Not Applicable
4454,18-0050,2018-02-14,1800, PHYSICAL ABUSE,"According to the complainant, on 12-20-17 at 9:08pm, they were physically abused and improperly stopped by an officers assigned to the 18th District.",12-20-17,male,black,20.0,77090818.0,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4460,18-0051,2018-02-15,, HARASSMENT,"According to the complainant, they have been harassed by an officer assigned to the 39th District.",Unclear,female,black,29.0,12291738.0,black,male,3900 39TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
4461,18-0052,2018-02-13,1600, VERBAL ABUSE,"According to the complainant, on 2-11-18 at 7:00am, they were verbally abused by an officer assigned to the 16th District.",2-11-18,male,black,36.0,,unreported,unreported,,Verbal Abuse,No Sustained Findings,Not Applicable
4462,18-0053,2018-02-13,3500, LACK OF SERVICE,"According to the complainant, on 1-15-18 at 9:00am, they did not receive proper service from an officer assigned to the 35th District.",1-15-18,female,black,67.0,12268735.0,black,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4463,18-0055,2018-02-14,900, LACK OF SERVICE,"According to the complainant, on 2-8-18 at 8:25am, they were discriminated against by an officer assigned to the 9th District.",2-8-18,male,black,24.0,,unreported,unreported,,Civil Rights Complaint,No Sustained Findings,Not Applicable
4464,18-0056,2018-02-15,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 2-10-18 at 2:15pm, they were treated unprofessionally by officers assigned to the 35th District.",2-10-18,female,black,35.0,23599759.0,white,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4468,18-0057,2018-02-15,, DOMESTIC,"According to the complainant, since November 2017, they have been harassed by an off duty civilian employee assigned to the Police Detention Unit.",Unclear,female,black,41.0,37761995.0,black,male,4902 DETENTION ROOM,Domestic,No Sustained Findings,Not Applicable
4469,18-0058,2018-02-15,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-11-18 at 6:15pm ,they were improperly stopped and verbally abused by an officer assigned to the 22nd District.",2-11-18,female,black,37.0,75318757.0,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4471,18-0059,2018-02-21,1900, DEPARTMENTAL VIOLATIONS,According to the complainant they have been harassed by an officer assigned to the 19th District.,Unclear,female,black,41.0,52963983.0,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4472,18-0060,2018-02-21,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-12-18 at 7:30pm, they were treated unprofessionally by officers assigned to the 19th District.",2-12-18,female,black,29.0,19026357.0,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
4476,18-0061,2018-02-15,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-6-18 at 12:05am, their property was taken by an officer assigned to the 25th District.",2-6-18,female,other,71.0,92448331.0,black,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4477,18-0062,2018-02-16,1400, VERBAL ABUSE,"According to the complainant, on 1-22-18 at 2:00am, they were verbally abused by an officer assigned to the 14th District.",1-22-18,male,black,27.0,14171945.0,black,female,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4481,18-0063,2018-02-15,1700, CRIMINAL ALLEGATION,"According to the complainant, on 10-7-16, they are missing property after an officer assigned to the Narcotics Field Unit, executed a search warrant at their home.",10-7-16,female,unreported,,48543702.0,white,male,7401 NARC FIELD UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
4484,18-0064,2018-02-21,3500, LACK OF SERVICE,"According to the complainant, on 2-10-18 at 4:00am, they did not receive proper service from an officer assigned to the 35th District.",2-10-18,female,black,20.0,64919168.0,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4485,18-0065,2018-02-20,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-28-17 at 9:11pm, their property is missing after being falsely arrested by officers assigned to the Narcotics Strike Force.",11-28-17,male,black,50.0,15757409.0,white,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
4486,18-0066,2018-02-20,1800, CRIMINAL ALLEGATION,"According to the complainant, on 2-11-18 at 11:15pm, they are being harassed and threatened by an officer assigned to the Narcotics Field Unit.",2-11-18,female,black,32.0,89916154.0,black,female,7401 NARC FIELD UNIT,Harassment,Sustained Finding,Guilty Finding
4487,18-0067,2018-02-21,2200, VERBAL ABUSE,"According to the complainant, on 2-15-18 at 11:30am, they were verbally abused by an officer assigned to the Traffic District.",2-15-18,female,black,44.0,82208558.0,white,male,5200 TRAFFIC DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4489,18-0068,2018-02-21,1800, UNPROFESSIONAL CONDUCT,"According to the complainant, on 2-18-18 at 12:35am, they were verbally abused by an officer assigned to the 18th District.",2-18-18,female,black,31.0,29546796.0,asian,male,1800 18TH DISTRICT,Unprofessional Conduct,Sustained Finding,Guilty Finding
4490,18-0069,2018-02-22,900, CRIMINAL ALLEGATION,"According to the complainant, on 2-18-18 at 12:00pm,they are missing property after they were stopped by officers assigned to the 9th District.",2-18-18,male,black,26.0,,unreported,unreported,,Criminal Allegation,No Sustained Findings,Not Applicable
4491,18-0070,2018-02-21,1600, PHYSICAL ABUSE,"According to the complainant, on 2-18-18 at 1:30am, they were physically and verbally abused by officers assigned to the 16th District.",2-18-18,female,black,23.0,13362562.0,black,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4499,18-0071,2018-02-23,1700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-18-18 at 1:40am, they were treated unprofessionally by an officer assigned to the 17th District.",2-18-18,female,black,31.0,80680944.0,latino,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4501,18-0072,2018-02-21,2500, PHYSICAL ABUSE,"According to the complainant, on 2-18-18 at 5:51pm, they were physically abused and falsely arrested by officers assigned to Highway Patrol.",2-18-18,female,latino,19.0,75318757.0,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4509,18-0073,2018-02-22,2500, CRIMINAL ALLEGATION,"According to the complainant, on 2-18-18 at 6:12pm, they are missing property after they were stopped by an officer assigned to the 25th District.",2-18-18,female,black,28.0,34346963.0,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4512,18-0074,2018-02-21,1200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-17-18 at 11:45pm, their vehicle was damaged by officers assigned to the 12th District.",2-17-18,female,black,40.0,23729879.0,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4520,18-0075,2018-02-21,1900, PHYSICAL ABUSE,"According to the complainant, on 2-19-18 at 11:32pm, they did not receive proper service from officers assigned to the 19th District.",2-19-18,female,black,31.0,78396303.0,black,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4521,18-0076,2018-02-22,100, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 12-18-17, their First amendment rights were violated by a detective assigned to the Counter Terrorism Unit.",12-18-17,male,unreported,,47720414.0,black,male,9844 COUNTER TERROR OPS,Civil Rights Complaint,No Sustained Findings,Not Applicable
4522,18-0077,2018-03-02,2500, VERBAL ABUSE,"According to the complainant, on 2-23-18, they were treated unprofessionally by officers assigned to the 25th District.",2-23-18,female,latino,29.0,,unreported,unreported,,Verbal Abuse,No Sustained Findings,Not Applicable
4523,18-0078,2018-02-27,200, LACK OF SERVICE,"According to the complainant, on 2-20-18 at 8:45pm, they did not receive proper service from the officers assigned to the 2nd District.",2-20-18,male,black,24.0,81022893.0,asian,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4525,18-0079,2018-03-02,2500, PHYSICAL ABUSE,"According to the complainant, on 2-22-18 at 10:00am, they were physically abused by an officer assigned to the 25th District.",2-22-18,female,latino,31.0,14908887.0,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
4528,18-0080,2018-02-27,1500, PHYSICAL ABUSE,"According to the complainant, on 2-23-18 at 10:30am, they were physically abused by officers assigned to Highway Patrol.",2-23-18,male,black,29.0,64783384.0,white,female,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4534,18-0081,2018-03-06,1200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 2-26-18 at 4:40pm, they were harassed by an officer assigned to the 12th District.",2-26-18,male,black,26.0,60947954.0,black,female,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
4535,18-0082,2018-03-02,600, VERBAL ABUSE,"According to the complainant, on 2-24-18 at 10:50pm, they were verbally abused by an officer assigned to the 6th District.",2-24-18,male,white,48.0,45215188.0,white,female,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
4545,18-0083,2018-03-07,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-15-18 at 9:30am, they are missing property after being arrested by officers assigned to the 19th District.",2-15-18,female,black,62.0,,unreported,unreported,,Criminal Allegation,No Sustained Findings,Not Applicable
4546,18-0084,2018-03-05,100, LACK OF SERVICE,"According to the complainant, in November 2017, they did not receive proper service from officers assigned to the 1st District.",Unclear,female,black,32.0,68927118.0,black,male,0100 01ST DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4548,18-0085,2018-03-05,800, DOMESTIC,"According to the complainant, on 2-28-18 at 10:30am, they were physically abused by a 911 call taker assigned to the Radio Room and officers assigned to the 8th District.",2-28-18,male,latino,45.0,60379068.0,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
